"Notes"	"State of Residence"	"State of Residence Code"	"County of Residence"	"County of Residence Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"Arizona"	"04"	"Yuma County, AZ"	"04027"	"2022"	"2022"	"July"	"7"	267
	"Arizona"	"04"	"Yuma County, AZ"	"04027"	"2022"	"2022"	"August"	"8"	252
	"Arizona"	"04"	"Yuma County, AZ"	"04027"	"2022"	"2022"	"September"	"9"	247
	"Arizona"	"04"	"Yuma County, AZ"	"04027"	"2022"	"2022"	"October"	"10"	260
	"Arizona"	"04"	"Yuma County, AZ"	"04027"	"2022"	"2022"	"November"	"11"	287
	"Arizona"	"04"	"Yuma County, AZ"	"04027"	"2022"	"2022"	"December"	"12"	260
	"Arizona"	"04"	"Unidentified Counties, AZ"	"04999"	"2022"	"2022"	"January"	"1"	208
	"Arizona"	"04"	"Unidentified Counties, AZ"	"04999"	"2022"	"2022"	"February"	"2"	182
	"Arizona"	"04"	"Unidentified Counties, AZ"	"04999"	"2022"	"2022"	"March"	"3"	201
	"Arizona"	"04"	"Unidentified Counties, AZ"	"04999"	"2022"	"2022"	"April"	"4"	187
	"Arizona"	"04"	"Unidentified Counties, AZ"	"04999"	"2022"	"2022"	"May"	"5"	173
	"Arizona"	"04"	"Unidentified Counties, AZ"	"04999"	"2022"	"2022"	"June"	"6"	197
	"Arizona"	"04"	"Unidentified Counties, AZ"	"04999"	"2022"	"2022"	"July"	"7"	221
	"Arizona"	"04"	"Unidentified Counties, AZ"	"04999"	"2022"	"2022"	"August"	"8"	253
	"Arizona"	"04"	"Unidentified Counties, AZ"	"04999"	"2022"	"2022"	"September"	"9"	214
	"Arizona"	"04"	"Unidentified Counties, AZ"	"04999"	"2022"	"2022"	"October"	"10"	226
	"Arizona"	"04"	"Unidentified Counties, AZ"	"04999"	"2022"	"2022"	"November"	"11"	216
	"Arizona"	"04"	"Unidentified Counties, AZ"	"04999"	"2022"	"2022"	"December"	"12"	228
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2022"	"2022"	"January"	"1"	304
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2022"	"2022"	"February"	"2"	302
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2022"	"2022"	"March"	"3"	318
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2022"	"2022"	"April"	"4"	314
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2022"	"2022"	"May"	"5"	303
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2022"	"2022"	"June"	"6"	366
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2022"	"2022"	"July"	"7"	312
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2022"	"2022"	"August"	"8"	343
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2022"	"2022"	"September"	"9"	338
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2022"	"2022"	"October"	"10"	348
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2022"	"2022"	"November"	"11"	326
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"2022"	"2022"	"December"	"12"	358
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2022"	"2022"	"January"	"1"	93
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2022"	"2022"	"February"	"2"	105
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2022"	"2022"	"March"	"3"	114
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2022"	"2022"	"April"	"4"	117
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2022"	"2022"	"May"	"5"	127
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2022"	"2022"	"June"	"6"	120
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2022"	"2022"	"July"	"7"	121
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2022"	"2022"	"August"	"8"	142
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2022"	"2022"	"September"	"9"	141
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2022"	"2022"	"October"	"10"	134
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2022"	"2022"	"November"	"11"	120
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"2022"	"2022"	"December"	"12"	126
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"2022"	"2022"	"January"	"1"	389
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"2022"	"2022"	"February"	"2"	374
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"2022"	"2022"	"March"	"3"	413
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"2022"	"2022"	"April"	"4"	348
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"2022"	"2022"	"May"	"5"	389
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"2022"	"2022"	"June"	"6"	429
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"2022"	"2022"	"July"	"7"	386
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"2022"	"2022"	"August"	"8"	427
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"2022"	"2022"	"September"	"9"	409
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"2022"	"2022"	"October"	"10"	409
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"2022"	"2022"	"November"	"11"	455
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"2022"	"2022"	"December"	"12"	467
	"Arkansas"	"05"	"Saline County, AR"	"05125"	"2022"	"2022"	"January"	"1"	99
	"Arkansas"	"05"	"Saline County, AR"	"05125"	"2022"	"2022"	"February"	"2"	108
	"Arkansas"	"05"	"Saline County, AR"	"05125"	"2022"	"2022"	"March"	"3"	117
	"Arkansas"	"05"	"Saline County, AR"	"05125"	"2022"	"2022"	"April"	"4"	113
	"Arkansas"	"05"	"Saline County, AR"	"05125"	"2022"	"2022"	"May"	"5"	97
	"Arkansas"	"05"	"Saline County, AR"	"05125"	"2022"	"2022"	"June"	"6"	116
	"Arkansas"	"05"	"Saline County, AR"	"05125"	"2022"	"2022"	"July"	"7"	120
	"Arkansas"	"05"	"Saline County, AR"	"05125"	"2022"	"2022"	"August"	"8"	135
	"Arkansas"	"05"	"Saline County, AR"	"05125"	"2022"	"2022"	"September"	"9"	104
	"Arkansas"	"05"	"Saline County, AR"	"05125"	"2022"	"2022"	"October"	"10"	129
	"Arkansas"	"05"	"Saline County, AR"	"05125"	"2022"	"2022"	"November"	"11"	111
	"Arkansas"	"05"	"Saline County, AR"	"05125"	"2022"	"2022"	"December"	"12"	131
	"Arkansas"	"05"	"Sebastian County, AR"	"05131"	"2022"	"2022"	"January"	"1"	137
	"Arkansas"	"05"	"Sebastian County, AR"	"05131"	"2022"	"2022"	"February"	"2"	115
	"Arkansas"	"05"	"Sebastian County, AR"	"05131"	"2022"	"2022"	"March"	"3"	115
	"Arkansas"	"05"	"Sebastian County, AR"	"05131"	"2022"	"2022"	"April"	"4"	142
	"Arkansas"	"05"	"Sebastian County, AR"	"05131"	"2022"	"2022"	"May"	"5"	98
	"Arkansas"	"05"	"Sebastian County, AR"	"05131"	"2022"	"2022"	"June"	"6"	137
	"Arkansas"	"05"	"Sebastian County, AR"	"05131"	"2022"	"2022"	"July"	"7"	141
	"Arkansas"	"05"	"Sebastian County, AR"	"05131"	"2022"	"2022"	"August"	"8"	153
	"Arkansas"	"05"	"Sebastian County, AR"	"05131"	"2022"	"2022"	"September"	"9"	120
	"Arkansas"	"05"	"Sebastian County, AR"	"05131"	"2022"	"2022"	"October"	"10"	127
	"Arkansas"	"05"	"Sebastian County, AR"	"05131"	"2022"	"2022"	"November"	"11"	137
	"Arkansas"	"05"	"Sebastian County, AR"	"05131"	"2022"	"2022"	"December"	"12"	139
	"Arkansas"	"05"	"Washington County, AR"	"05143"	"2022"	"2022"	"January"	"1"	297
	"Arkansas"	"05"	"Washington County, AR"	"05143"	"2022"	"2022"	"February"	"2"	258
	"Arkansas"	"05"	"Washington County, AR"	"05143"	"2022"	"2022"	"March"	"3"	298
	"Arkansas"	"05"	"Washington County, AR"	"05143"	"2022"	"2022"	"April"	"4"	272
	"Arkansas"	"05"	"Washington County, AR"	"05143"	"2022"	"2022"	"May"	"5"	266
	"Arkansas"	"05"	"Washington County, AR"	"05143"	"2022"	"2022"	"June"	"6"	266
	"Arkansas"	"05"	"Washington County, AR"	"05143"	"2022"	"2022"	"July"	"7"	299
	"Arkansas"	"05"	"Washington County, AR"	"05143"	"2022"	"2022"	"August"	"8"	303
	"Arkansas"	"05"	"Washington County, AR"	"05143"	"2022"	"2022"	"September"	"9"	286
	"Arkansas"	"05"	"Washington County, AR"	"05143"	"2022"	"2022"	"October"	"10"	263
	"Arkansas"	"05"	"Washington County, AR"	"05143"	"2022"	"2022"	"November"	"11"	264
	"Arkansas"	"05"	"Washington County, AR"	"05143"	"2022"	"2022"	"December"	"12"	273
	"Arkansas"	"05"	"Unidentified Counties, AR"	"05999"	"2022"	"2022"	"January"	"1"	1503
	"Arkansas"	"05"	"Unidentified Counties, AR"	"05999"	"2022"	"2022"	"February"	"2"	1513
	"Arkansas"	"05"	"Unidentified Counties, AR"	"05999"	"2022"	"2022"	"March"	"3"	1620
	"Arkansas"	"05"	"Unidentified Counties, AR"	"05999"	"2022"	"2022"	"April"	"4"	1416
	"Arkansas"	"05"	"Unidentified Counties, AR"	"05999"	"2022"	"2022"	"May"	"5"	1525
	"Arkansas"	"05"	"Unidentified Counties, AR"	"05999"	"2022"	"2022"	"June"	"6"	1561
	"Arkansas"	"05"	"Unidentified Counties, AR"	"05999"	"2022"	"2022"	"July"	"7"	1653
	"Arkansas"	"05"	"Unidentified Counties, AR"	"05999"	"2022"	"2022"	"August"	"8"	1747
	"Arkansas"	"05"	"Unidentified Counties, AR"	"05999"	"2022"	"2022"	"September"	"9"	1675
	"Arkansas"	"05"	"Unidentified Counties, AR"	"05999"	"2022"	"2022"	"October"	"10"	1459
	"Arkansas"	"05"	"Unidentified Counties, AR"	"05999"	"2022"	"2022"	"November"	"11"	1551
	"Arkansas"	"05"	"Unidentified Counties, AR"	"05999"	"2022"	"2022"	"December"	"12"	1675
	"California"	"06"	"Alameda County, CA"	"06001"	"2022"	"2022"	"January"	"1"	1375
	"California"	"06"	"Alameda County, CA"	"06001"	"2022"	"2022"	"February"	"2"	1214
	"California"	"06"	"Alameda County, CA"	"06001"	"2022"	"2022"	"March"	"3"	1410
	"California"	"06"	"Alameda County, CA"	"06001"	"2022"	"2022"	"April"	"4"	1345
	"California"	"06"	"Alameda County, CA"	"06001"	"2022"	"2022"	"May"	"5"	1400
	"California"	"06"	"Alameda County, CA"	"06001"	"2022"	"2022"	"June"	"6"	1347
	"California"	"06"	"Alameda County, CA"	"06001"	"2022"	"2022"	"July"	"7"	1483
	"California"	"06"	"Alameda County, CA"	"06001"	"2022"	"2022"	"August"	"8"	1501
	"California"	"06"	"Alameda County, CA"	"06001"	"2022"	"2022"	"September"	"9"	1385
	"California"	"06"	"Alameda County, CA"	"06001"	"2022"	"2022"	"October"	"10"	1420
	"California"	"06"	"Alameda County, CA"	"06001"	"2022"	"2022"	"November"	"11"	1377
	"California"	"06"	"Alameda County, CA"	"06001"	"2022"	"2022"	"December"	"12"	1356
	"California"	"06"	"Butte County, CA"	"06007"	"2022"	"2022"	"January"	"1"	187
	"California"	"06"	"Butte County, CA"	"06007"	"2022"	"2022"	"February"	"2"	171
	"California"	"06"	"Butte County, CA"	"06007"	"2022"	"2022"	"March"	"3"	159
	"California"	"06"	"Butte County, CA"	"06007"	"2022"	"2022"	"April"	"4"	149
	"California"	"06"	"Butte County, CA"	"06007"	"2022"	"2022"	"May"	"5"	156
	"California"	"06"	"Butte County, CA"	"06007"	"2022"	"2022"	"June"	"6"	156
	"California"	"06"	"Butte County, CA"	"06007"	"2022"	"2022"	"July"	"7"	166
	"California"	"06"	"Butte County, CA"	"06007"	"2022"	"2022"	"August"	"8"	190
	"California"	"06"	"Butte County, CA"	"06007"	"2022"	"2022"	"September"	"9"	156
	"California"	"06"	"Butte County, CA"	"06007"	"2022"	"2022"	"October"	"10"	142
	"California"	"06"	"Butte County, CA"	"06007"	"2022"	"2022"	"November"	"11"	151
	"California"	"06"	"Butte County, CA"	"06007"	"2022"	"2022"	"December"	"12"	163
	"California"	"06"	"Contra Costa County, CA"	"06013"	"2022"	"2022"	"January"	"1"	910
	"California"	"06"	"Contra Costa County, CA"	"06013"	"2022"	"2022"	"February"	"2"	859
	"California"	"06"	"Contra Costa County, CA"	"06013"	"2022"	"2022"	"March"	"3"	1010
	"California"	"06"	"Contra Costa County, CA"	"06013"	"2022"	"2022"	"April"	"4"	902
	"California"	"06"	"Contra Costa County, CA"	"06013"	"2022"	"2022"	"May"	"5"	927
	"California"	"06"	"Contra Costa County, CA"	"06013"	"2022"	"2022"	"June"	"6"	972
	"California"	"06"	"Contra Costa County, CA"	"06013"	"2022"	"2022"	"July"	"7"	1070
	"California"	"06"	"Contra Costa County, CA"	"06013"	"2022"	"2022"	"August"	"8"	1067
	"California"	"06"	"Contra Costa County, CA"	"06013"	"2022"	"2022"	"September"	"9"	1014
	"California"	"06"	"Contra Costa County, CA"	"06013"	"2022"	"2022"	"October"	"10"	953
	"California"	"06"	"Contra Costa County, CA"	"06013"	"2022"	"2022"	"November"	"11"	926
	"California"	"06"	"Contra Costa County, CA"	"06013"	"2022"	"2022"	"December"	"12"	960
	"California"	"06"	"El Dorado County, CA"	"06017"	"2022"	"2022"	"January"	"1"	144
	"California"	"06"	"El Dorado County, CA"	"06017"	"2022"	"2022"	"February"	"2"	129
	"California"	"06"	"El Dorado County, CA"	"06017"	"2022"	"2022"	"March"	"3"	132
	"California"	"06"	"El Dorado County, CA"	"06017"	"2022"	"2022"	"April"	"4"	140
	"California"	"06"	"El Dorado County, CA"	"06017"	"2022"	"2022"	"May"	"5"	147
	"California"	"06"	"El Dorado County, CA"	"06017"	"2022"	"2022"	"June"	"6"	129
	"California"	"06"	"El Dorado County, CA"	"06017"	"2022"	"2022"	"July"	"7"	116
	"California"	"06"	"El Dorado County, CA"	"06017"	"2022"	"2022"	"August"	"8"	126
	"California"	"06"	"El Dorado County, CA"	"06017"	"2022"	"2022"	"September"	"9"	135
	"California"	"06"	"El Dorado County, CA"	"06017"	"2022"	"2022"	"October"	"10"	109
	"California"	"06"	"El Dorado County, CA"	"06017"	"2022"	"2022"	"November"	"11"	132
	"California"	"06"	"El Dorado County, CA"	"06017"	"2022"	"2022"	"December"	"12"	131
	"California"	"06"	"Fresno County, CA"	"06019"	"2022"	"2022"	"January"	"1"	1134
	"California"	"06"	"Fresno County, CA"	"06019"	"2022"	"2022"	"February"	"2"	1031
	"California"	"06"	"Fresno County, CA"	"06019"	"2022"	"2022"	"March"	"3"	1123
	"California"	"06"	"Fresno County, CA"	"06019"	"2022"	"2022"	"April"	"4"	1077
	"California"	"06"	"Fresno County, CA"	"06019"	"2022"	"2022"	"May"	"5"	1101
	"California"	"06"	"Fresno County, CA"	"06019"	"2022"	"2022"	"June"	"6"	1143
	"California"	"06"	"Fresno County, CA"	"06019"	"2022"	"2022"	"July"	"7"	1268
	"California"	"06"	"Fresno County, CA"	"06019"	"2022"	"2022"	"August"	"8"	1292
	"California"	"06"	"Fresno County, CA"	"06019"	"2022"	"2022"	"September"	"9"	1251
	"California"	"06"	"Fresno County, CA"	"06019"	"2022"	"2022"	"October"	"10"	1157
	"California"	"06"	"Fresno County, CA"	"06019"	"2022"	"2022"	"November"	"11"	1144
	"California"	"06"	"Fresno County, CA"	"06019"	"2022"	"2022"	"December"	"12"	1229
	"California"	"06"	"Humboldt County, CA"	"06023"	"2022"	"2022"	"January"	"1"	101
	"California"	"06"	"Humboldt County, CA"	"06023"	"2022"	"2022"	"February"	"2"	104
	"California"	"06"	"Humboldt County, CA"	"06023"	"2022"	"2022"	"March"	"3"	96
	"California"	"06"	"Humboldt County, CA"	"06023"	"2022"	"2022"	"April"	"4"	104
	"California"	"06"	"Humboldt County, CA"	"06023"	"2022"	"2022"	"May"	"5"	85
	"California"	"06"	"Humboldt County, CA"	"06023"	"2022"	"2022"	"June"	"6"	105
	"California"	"06"	"Humboldt County, CA"	"06023"	"2022"	"2022"	"July"	"7"	99
	"California"	"06"	"Humboldt County, CA"	"06023"	"2022"	"2022"	"August"	"8"	115
	"California"	"06"	"Humboldt County, CA"	"06023"	"2022"	"2022"	"September"	"9"	104
	"California"	"06"	"Humboldt County, CA"	"06023"	"2022"	"2022"	"October"	"10"	95
	"California"	"06"	"Humboldt County, CA"	"06023"	"2022"	"2022"	"November"	"11"	94
	"California"	"06"	"Humboldt County, CA"	"06023"	"2022"	"2022"	"December"	"12"	99
	"California"	"06"	"Imperial County, CA"	"06025"	"2022"	"2022"	"January"	"1"	225
	"California"	"06"	"Imperial County, CA"	"06025"	"2022"	"2022"	"February"	"2"	215
	"California"	"06"	"Imperial County, CA"	"06025"	"2022"	"2022"	"March"	"3"	226
	"California"	"06"	"Imperial County, CA"	"06025"	"2022"	"2022"	"April"	"4"	167
	"California"	"06"	"Imperial County, CA"	"06025"	"2022"	"2022"	"May"	"5"	164
	"California"	"06"	"Imperial County, CA"	"06025"	"2022"	"2022"	"June"	"6"	197
	"California"	"06"	"Imperial County, CA"	"06025"	"2022"	"2022"	"July"	"7"	213
	"California"	"06"	"Imperial County, CA"	"06025"	"2022"	"2022"	"August"	"8"	224
	"California"	"06"	"Imperial County, CA"	"06025"	"2022"	"2022"	"September"	"9"	246
	"California"	"06"	"Imperial County, CA"	"06025"	"2022"	"2022"	"October"	"10"	243
	"California"	"06"	"Imperial County, CA"	"06025"	"2022"	"2022"	"November"	"11"	210
	"California"	"06"	"Imperial County, CA"	"06025"	"2022"	"2022"	"December"	"12"	233
	"California"	"06"	"Kern County, CA"	"06029"	"2022"	"2022"	"January"	"1"	1028
	"California"	"06"	"Kern County, CA"	"06029"	"2022"	"2022"	"February"	"2"	950
	"California"	"06"	"Kern County, CA"	"06029"	"2022"	"2022"	"March"	"3"	1031
	"California"	"06"	"Kern County, CA"	"06029"	"2022"	"2022"	"April"	"4"	957
	"California"	"06"	"Kern County, CA"	"06029"	"2022"	"2022"	"May"	"5"	983
	"California"	"06"	"Kern County, CA"	"06029"	"2022"	"2022"	"June"	"6"	953
	"California"	"06"	"Kern County, CA"	"06029"	"2022"	"2022"	"July"	"7"	1145
	"California"	"06"	"Kern County, CA"	"06029"	"2022"	"2022"	"August"	"8"	1123
	"California"	"06"	"Kern County, CA"	"06029"	"2022"	"2022"	"September"	"9"	1093
	"California"	"06"	"Kern County, CA"	"06029"	"2022"	"2022"	"October"	"10"	1097
	"California"	"06"	"Kern County, CA"	"06029"	"2022"	"2022"	"November"	"11"	1048
	"California"	"06"	"Kern County, CA"	"06029"	"2022"	"2022"	"December"	"12"	1086
	"California"	"06"	"Kings County, CA"	"06031"	"2022"	"2022"	"January"	"1"	175
	"California"	"06"	"Kings County, CA"	"06031"	"2022"	"2022"	"February"	"2"	151
	"California"	"06"	"Kings County, CA"	"06031"	"2022"	"2022"	"March"	"3"	157
	"California"	"06"	"Kings County, CA"	"06031"	"2022"	"2022"	"April"	"4"	161
	"California"	"06"	"Kings County, CA"	"06031"	"2022"	"2022"	"May"	"5"	168
	"California"	"06"	"Kings County, CA"	"06031"	"2022"	"2022"	"June"	"6"	150
	"California"	"06"	"Kings County, CA"	"06031"	"2022"	"2022"	"July"	"7"	190
	"California"	"06"	"Kings County, CA"	"06031"	"2022"	"2022"	"August"	"8"	173
	"California"	"06"	"Kings County, CA"	"06031"	"2022"	"2022"	"September"	"9"	160
	"California"	"06"	"Kings County, CA"	"06031"	"2022"	"2022"	"October"	"10"	182
	"California"	"06"	"Kings County, CA"	"06031"	"2022"	"2022"	"November"	"11"	196
	"California"	"06"	"Kings County, CA"	"06031"	"2022"	"2022"	"December"	"12"	177
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2022"	"2022"	"January"	"1"	7860
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2022"	"2022"	"February"	"2"	7360
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2022"	"2022"	"March"	"3"	7992
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2022"	"2022"	"April"	"4"	7281
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2022"	"2022"	"May"	"5"	7699
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2022"	"2022"	"June"	"6"	7783
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2022"	"2022"	"July"	"7"	8405
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2022"	"2022"	"August"	"8"	8712
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2022"	"2022"	"September"	"9"	8173
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2022"	"2022"	"October"	"10"	8189
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2022"	"2022"	"November"	"11"	8095
	"California"	"06"	"Los Angeles County, CA"	"06037"	"2022"	"2022"	"December"	"12"	8275
	"California"	"06"	"Madera County, CA"	"06039"	"2022"	"2022"	"January"	"1"	176
	"California"	"06"	"Madera County, CA"	"06039"	"2022"	"2022"	"February"	"2"	163
	"California"	"06"	"Madera County, CA"	"06039"	"2022"	"2022"	"March"	"3"	179
	"California"	"06"	"Madera County, CA"	"06039"	"2022"	"2022"	"April"	"4"	153
	"California"	"06"	"Madera County, CA"	"06039"	"2022"	"2022"	"May"	"5"	175
	"California"	"06"	"Madera County, CA"	"06039"	"2022"	"2022"	"June"	"6"	173
	"California"	"06"	"Madera County, CA"	"06039"	"2022"	"2022"	"July"	"7"	198
	"California"	"06"	"Madera County, CA"	"06039"	"2022"	"2022"	"August"	"8"	194
	"California"	"06"	"Madera County, CA"	"06039"	"2022"	"2022"	"September"	"9"	193
	"California"	"06"	"Madera County, CA"	"06039"	"2022"	"2022"	"October"	"10"	175
	"California"	"06"	"Madera County, CA"	"06039"	"2022"	"2022"	"November"	"11"	198
	"California"	"06"	"Madera County, CA"	"06039"	"2022"	"2022"	"December"	"12"	173
	"California"	"06"	"Marin County, CA"	"06041"	"2022"	"2022"	"January"	"1"	182
	"California"	"06"	"Marin County, CA"	"06041"	"2022"	"2022"	"February"	"2"	192
	"California"	"06"	"Marin County, CA"	"06041"	"2022"	"2022"	"March"	"3"	171
	"California"	"06"	"Marin County, CA"	"06041"	"2022"	"2022"	"April"	"4"	187
	"California"	"06"	"Marin County, CA"	"06041"	"2022"	"2022"	"May"	"5"	202
	"California"	"06"	"Marin County, CA"	"06041"	"2022"	"2022"	"June"	"6"	198
	"California"	"06"	"Marin County, CA"	"06041"	"2022"	"2022"	"July"	"7"	183
	"California"	"06"	"Marin County, CA"	"06041"	"2022"	"2022"	"August"	"8"	180
	"California"	"06"	"Marin County, CA"	"06041"	"2022"	"2022"	"September"	"9"	176
	"California"	"06"	"Marin County, CA"	"06041"	"2022"	"2022"	"October"	"10"	215
	"California"	"06"	"Marin County, CA"	"06041"	"2022"	"2022"	"November"	"11"	176
	"California"	"06"	"Marin County, CA"	"06041"	"2022"	"2022"	"December"	"12"	162
	"California"	"06"	"Merced County, CA"	"06047"	"2022"	"2022"	"January"	"1"	287
	"California"	"06"	"Merced County, CA"	"06047"	"2022"	"2022"	"February"	"2"	297
	"California"	"06"	"Merced County, CA"	"06047"	"2022"	"2022"	"March"	"3"	297
	"California"	"06"	"Merced County, CA"	"06047"	"2022"	"2022"	"April"	"4"	299
	"California"	"06"	"Merced County, CA"	"06047"	"2022"	"2022"	"May"	"5"	315
	"California"	"06"	"Merced County, CA"	"06047"	"2022"	"2022"	"June"	"6"	302
	"California"	"06"	"Merced County, CA"	"06047"	"2022"	"2022"	"July"	"7"	317
	"California"	"06"	"Merced County, CA"	"06047"	"2022"	"2022"	"August"	"8"	379
	"California"	"06"	"Merced County, CA"	"06047"	"2022"	"2022"	"September"	"9"	348
	"California"	"06"	"Merced County, CA"	"06047"	"2022"	"2022"	"October"	"10"	307
	"California"	"06"	"Merced County, CA"	"06047"	"2022"	"2022"	"November"	"11"	325
	"California"	"06"	"Merced County, CA"	"06047"	"2022"	"2022"	"December"	"12"	376
	"California"	"06"	"Monterey County, CA"	"06053"	"2022"	"2022"	"January"	"1"	482
	"California"	"06"	"Monterey County, CA"	"06053"	"2022"	"2022"	"February"	"2"	423
	"California"	"06"	"Monterey County, CA"	"06053"	"2022"	"2022"	"March"	"3"	518
	"California"	"06"	"Monterey County, CA"	"06053"	"2022"	"2022"	"April"	"4"	478
	"California"	"06"	"Monterey County, CA"	"06053"	"2022"	"2022"	"May"	"5"	482
	"California"	"06"	"Monterey County, CA"	"06053"	"2022"	"2022"	"June"	"6"	464
	"California"	"06"	"Monterey County, CA"	"06053"	"2022"	"2022"	"July"	"7"	474
	"California"	"06"	"Monterey County, CA"	"06053"	"2022"	"2022"	"August"	"8"	508
	"California"	"06"	"Monterey County, CA"	"06053"	"2022"	"2022"	"September"	"9"	474
	"California"	"06"	"Monterey County, CA"	"06053"	"2022"	"2022"	"October"	"10"	465
	"California"	"06"	"Monterey County, CA"	"06053"	"2022"	"2022"	"November"	"11"	469
	"California"	"06"	"Monterey County, CA"	"06053"	"2022"	"2022"	"December"	"12"	454
	"California"	"06"	"Napa County, CA"	"06055"	"2022"	"2022"	"January"	"1"	90
	"California"	"06"	"Napa County, CA"	"06055"	"2022"	"2022"	"February"	"2"	66
	"California"	"06"	"Napa County, CA"	"06055"	"2022"	"2022"	"March"	"3"	91
	"California"	"06"	"Napa County, CA"	"06055"	"2022"	"2022"	"April"	"4"	88
	"California"	"06"	"Napa County, CA"	"06055"	"2022"	"2022"	"May"	"5"	85
	"California"	"06"	"Napa County, CA"	"06055"	"2022"	"2022"	"June"	"6"	101
	"California"	"06"	"Napa County, CA"	"06055"	"2022"	"2022"	"July"	"7"	82
	"California"	"06"	"Napa County, CA"	"06055"	"2022"	"2022"	"August"	"8"	115
	"California"	"06"	"Napa County, CA"	"06055"	"2022"	"2022"	"September"	"9"	107
	"California"	"06"	"Napa County, CA"	"06055"	"2022"	"2022"	"October"	"10"	110
	"California"	"06"	"Napa County, CA"	"06055"	"2022"	"2022"	"November"	"11"	117
	"California"	"06"	"Napa County, CA"	"06055"	"2022"	"2022"	"December"	"12"	98
	"California"	"06"	"Orange County, CA"	"06059"	"2022"	"2022"	"January"	"1"	2559
	"California"	"06"	"Orange County, CA"	"06059"	"2022"	"2022"	"February"	"2"	2378
	"California"	"06"	"Orange County, CA"	"06059"	"2022"	"2022"	"March"	"3"	2681
